KFS_PROPOSAL_NUMBER,ORACLE_AWARD_NUMBER
133133,K334F57
133134,K334F58
133135,K334F59
133136,K334F60
133141,K334F62
133144,K334F63
133139,K334F64
133140,K334F65
133142,K334F66
133143,K334F67
133148,K334F68
133149,K334F69
133150,K334F70
133151,K334F71
133152,K334F72
133979,K334F75
133153,K334F76
133162,K334F77
133163,K334F78
133154,K334F79
133155,K334F80
133156,K334F81
133160,K334F82
133161,K334F83
133165,K334F84
133166,K334F85
133168,K334F86
133167,K334F87
133169,K334F88
133170,K334F89
133171,K334F90
133172,K334F91
133173,K334F92
133174,K334F93
133175,K334F94
133176,K334F95
133184,K334F96
132570,K334F99
115037,K335A00
114146,K335A03
114186,K335A05
114161,K335A06
114193,K335A09
114289,K335A10
114397,K335A27
114407,K335A49
114409,K335A50
114260,K335A51
114474,K335A52
114480,K335A53
114767,K335A58
114840,K335A59
114254,K335A64
114280,K335A65
114257,K335A66
114259,K335A68
114267,K335A69
114276,K335A71
114307,K335A73
114363,K335A74
114370,K335A75
114327,K335A76
114405,K335A77
114378,K335A91
114448,K335A99
118445,K335B00
119049,K335B02
119004,K335B04
119052,K335B05
119054,K335B06
119063,K335B11
119064,K335B14
119062,K335B15
119065,K335B18
119066,K335B19
119349,K335B20
119069,K335B22
118664,K335B23
119446,K335B27
119077,K335B28
119074,K335B29
119078,K335B30
119080,K335B33
118609,K335B34
119099,K335B35
119108,K335B37
119106,K335B38
119111,K335B39
119113,K335B40
119105,K335B41
119110,K335B42
119112,K335B43
119104,K335B44
119115,K335B46
119135,K335B48
119134,K335B49
119122,K335B51
119125,K335B52
119128,K335B53
119126,K335B54
119117,K335B56
119129,K335B57
119124,K335B58
119258,K335B59
119120,K335B60
119127,K335B61
119148,K335B69
118679,K335B70
118675,K335B71
118671,K335B72
119145,K335B73
119144,K335B74
119142,K335B75
119008,K335B76
119143,K335B77
118840,K335B78
119141,K335B80
119139,K335B81
119140,K335B82
118697,K335B84
119152,K335B85
119006,K335B88
119157,K335B89
119093,K335B90
119161,K335B91
119156,K335B92
119163,K335B93
119165,K335B94
119159,K335B95
119164,K335B97
119162,K335B98
119169,K335B99
123739,K335C00
123733,K335C01
123730,K335C02
123750,K335C05
123817,K335C06
123753,K335C07
123782,K335C08
123745,K335C10
124187,K335C11
123744,K335C12
123748,K335C13
123746,K335C14
123749,K335C16
123747,K335C17
123778,K335C18
123758,K335C20
123754,K335C21
123760,K335C22
123757,K335C23
123755,K335C24
123759,K335C25
123765,K335C26
123766,K335C27
123768,K335C28
123764,K335C29
123767,K335C30
123777,K335C32
123772,K335C33
123774,K335C34
123775,K335C35
123773,K335C36
123776,K335C37
123786,K335C40
123787,K335C41
123784,K335C42
123785,K335C43
123836,K335C45
123794,K335C46
123791,K335C47
123790,K335C48
123795,K335C50
123792,K335C52
123821,K335C53
123676,K335C54
123680,K335C55
123815,K335C56
123677,K335C57
123678,K335C58
123679,K335C59
123811,K335C60
123812,K335C61
123835,K335C62
123820,K335C63
123819,K335C64
123833,K335C66
123814,K335C67
123816,K335C68
123931,K335C70
123829,K335C71
123832,K335C72
123827,K335C73
123831,K335C74
124241,K335C75
123824,K335C76
123830,K335C77
123826,K335C78
123828,K335C79
123825,K335C80
123738,K335C81
123842,K335C82
123841,K335C83
123843,K335C84
123840,K335C86
123839,K335C87
123844,K335C88
123838,K335C89
123874,K335C90
124499,K335C94
123960,K335C95
124516,K335C96
128317,K335D00
128320,K335D01
128318,K335D03
128311,K335D04
128314,K335D05
128330,K335D06
128310,K335D07
128332,K335D09
128334,K335D10
128329,K335D11
128326,K335D12
128333,K335D13
128325,K335D14
128331,K335D15
128327,K335D16
128337,K335D17
128344,K335D18
128343,K335D19
128341,K335D21
128339,K335D22
128340,K335D23
128342,K335D24
128345,K335D25
128347,K335D26
128351,K335D27
128352,K335D28
128354,K335D29
128355,K335D30
128356,K335D31
128350,K335D32
128349,K335D33
128353,K335D34
128357,K335D35
128360,K335D36
128364,K335D37
128363,K335D38
128359,K335D39
128361,K335D40
128358,K335D41
128362,K335D42
128378,K335D48
128379,K335D49
128382,K335D50
128383,K335D51
128384,K335D52
128368,K335D53
128375,K335D54
128370,K335D55
128374,K335D56
128366,K335D57
128373,K335D58
128369,K335D59
128372,K335D60
128376,K335D61
128385,K335D62
128388,K335D64
128390,K335D65
128391,K335D67
128394,K335D68
128395,K335D69
128393,K335D70
128399,K335D71
128398,K335D72
128403,K335D73
128405,K335D74
128401,K335D75
128402,K335D76
128404,K335D77
128400,K335D78
128419,K335D79
128415,K335D80
128414,K335D81
128408,K335D82
128407,K335D83
128412,K335D84
128411,K335D85
128410,K335D86
128413,K335D87
128416,K335D88
128420,K335D92
128418,K335D93
128417,K335D94
128421,K335D95
128423,K335D96
128424,K335D97
128422,K335D98
128425,K335D99
133182,K335F00
133180,K335F02
133181,K335F03
133183,K335F04
133186,K335F05
133191,K335F07
133193,K335F08
133190,K335F09
133192,K335F10
133189,K335F11
133267,K335F12
133199,K335F13
133200,K335F14
133202,K335F15
133203,K335F16
133204,K335F17
133205,K335F18
133206,K335F19
133209,K335F21
133211,K335F22
133208,K335F23
133212,K335F24
133215,K335F25
133213,K335F26
133216,K335F27
133225,K335F28
133227,K335F29
133228,K335F30
133221,K335F31
133224,K335F32
133219,K335F33
133284,K335F36
133229,K335F37
133233,K335F38
133230,K335F40
133232,K335F41
133234,K335F42
133256,K335F43
133240,K335F44
133241,K335F46
133242,K335F47
133243,K335F48
133244,K335F49
133245,K335F50
133258,K335F51
133259,K335F52
133248,K335F53
133249,K335F54
133252,K335F55
133260,K335F56
133254,K335F57
133255,K335F58
133302,K335F59
133270,K335F60
133271,K335F61
133272,K335F62
133273,K335F63
133385,K335F64
133220,K335F66
133276,K335F67
133277,K335F68
133278,K335F69
133279,K335F70
133441,K335F73
133282,K335F74
133301,K335F75
133286,K335F76
133285,K335F77
133289,K335F78
133287,K335F79
133288,K335F80
133291,K335F82
133292,K335F83
133293,K335F84
133295,K335F86
133298,K335F87
133299,K335F88
133304,K335F89
133303,K335F90
133305,K335F91
133307,K335F92
133308,K335F93
133309,K335F94
133310,K335F95
133311,K335F96
133851,K335F97
133313,K335F98
133318,K335F99
114464,K336A03
114292,K336A11
114406,K336A16
116071,K336A19
114420,K336A20
114380,K336A21
114467,K336A24
114475,K336A25
114620,K336A32
114680,K336A34
114722,K336A37
114873,K336A39
114465,K336A43
114489,K336A46
114507,K336A48
114399,K336A60
114684,K336A62
114712,K336A66
114727,K336A67
114735,K336A68
114656,K336A74
114847,K336A79
114969,K336A85
114953,K336A86
114458,K336A90
114549,K336A91
114574,K336A93
114677,K336A95
119180,K336B01
119238,K336B02
119168,K336B04
119181,K336B06
119182,K336B07
119173,K336B12
119178,K336B13
119174,K336B14
119175,K336B15
119179,K336B16
119192,K336B18
119188,K336B19
131293,K336B21
119197,K336B22
119194,K336B23
119189,K336B24
119190,K336B25
119184,K336B26
119193,K336B28
119187,K336B29
119509,K336B30
119213,K336B32
119209,K336B34
119228,K336B37
131294,K336B38
118646,K336B39
131305,K336B40
119261,K336B42
119233,K336B44
119235,K336B45
119232,K336B47
119231,K336B48
119236,K336B49
119172,K336B50
119218,K336B51
119220,K336B53
119225,K336B55
119222,K336B57
119084,K336B58
119087,K336B60
119090,K336B61
119085,K336B62
119242,K336B63
119245,K336B64
119247,K336B69
119265,K336B70
131306,K336B72
131307,K336B73
131310,K336B74
119253,K336B75
120041,K336B78
119267,K336B84
119268,K336B86
119274,K336B87
119425,K336B88
119411,K336B90
119795,K336B91
131308,K336B98
131309,K336B99
123804,K336C00
123805,K336C01
123807,K336C03
123858,K336C07
123846,K336C08
123847,K336C09
123853,K336C14
123849,K336C15
123850,K336C16
123851,K336C17
123852,K336C18
123855,K336C19
123886,K336C20
124113,K336C21
123875,K336C22
123885,K336C23
123881,K336C24
123882,K336C25
123883,K336C26
123876,K336C27
123880,K336C28
123895,K336C29
123896,K336C30
123783,K336C31
123890,K336C32
123891,K336C33
123889,K336C34
123893,K336C35
123888,K336C36
123892,K336C37
123903,K336C38
123901,K336C39
123898,K336C40
123899,K336C41
123904,K336C42
124189,K336C43
123897,K336C44
124190,K336C45
123900,K336C46
123902,K336C47
123905,K336C48
123930,K336C53
123917,K336C54
123909,K336C55
123918,K336C56
123919,K336C57
123908,K336C58
123914,K336C59
123915,K336C60
123911,K336C61
123912,K336C62
123916,K336C63
123913,K336C64
123910,K336C65
124081,K336C69
123929,K336C70
123925,K336C72
123928,K336C73
123923,K336C74
123924,K336C75
123926,K336C76
123921,K336C77
123927,K336C78
123939,K336C79
123938,K336C82
123942,K336C83
123946,K336C84
123937,K336C85
123943,K336C87
123941,K336C88
123940,K336C90
123936,K336C91
123970,K336C92
123955,K336C95
123958,K336C96
123957,K336C97
123951,K336C98
123950,K336C99
128430,K336D02
128434,K336D03
128439,K336D04
128438,K336D05
128437,K336D07
128432,K336D08
128435,K336D09
128436,K336D10
128440,K336D11
128433,K336D12
128457,K336D13
128453,K336D14
128456,K336D15
128448,K336D16
128454,K336D17
128451,K336D18
128455,K336D19
128452,K336D20
128446,K336D21
128444,K336D22
128447,K336D24
128450,K336D25
128445,K336D26
128461,K336D27
128465,K336D32
128463,K336D33
128464,K336D34
128466,K336D35
128498,K336D37
128473,K336D38
128475,K336D39
128477,K336D40
128472,K336D41
128474,K336D42
128496,K336D46
128495,K336D47
128488,K336D48
128482,K336D49
128493,K336D50
128494,K336D51
128490,K336D52
128484,K336D53
128491,K336D54
128485,K336D55
128492,K336D56
128489,K336D57
128486,K336D58
128626,K336D60
128500,K336D61
128503,K336D62
128504,K336D63
128502,K336D64
128501,K336D65
128506,K336D66
128519,K336D67
128512,K336D68
128509,K336D69
128510,K336D70
128518,K336D71
128517,K336D72
128516,K336D73
128515,K336D74
128513,K336D75
128514,K336D76
128511,K336D77
128522,K336D78
128525,K336D79
128524,K336D80
128523,K336D81
128531,K336D82
128535,K336D83
128533,K336D84
128534,K336D85
128532,K336D86
128527,K336D87
128529,K336D88
128528,K336D90
128541,K336D91
128542,K336D92
131327,K336D93
128540,K336D94
128538,K336D95
128537,K336D96
128539,K336D97
133322,K336F00
133315,K336F01
133316,K336F02
133317,K336F03
133319,K336F04
133320,K336F05
133321,K336F06
133324,K336F09
133325,K336F10
133326,K336F11
133327,K336F12
133328,K336F13
133329,K336F14
133330,K336F15
133331,K336F16
133335,K336F17
133337,K336F18
133332,K336F19
133333,K336F20
133334,K336F21
133338,K336F22
133351,K336F25
133347,K336F26
133348,K336F27
133339,K336F28
133342,K336F29
133340,K336F30
133341,K336F31
133343,K336F32
133344,K336F33
133349,K336F34
133350,K336F35
133346,K336F36
133372,K336F37
133360,K336F38
133358,K336F39
133354,K336F40
133355,K336F41
133356,K336F42
133357,K336F43
133359,K336F44
133361,K336F45
133365,K336F46
133366,K336F47
133367,K336F48
133368,K336F49
133369,K336F50
133370,K336F51
133371,K336F52
133381,K336F53
133375,K336F54
133376,K336F55
133377,K336F56
133378,K336F57
133379,K336F58
133380,K336F59
133415,K336F60
133388,K336F61
133389,K336F62
133391,K336F64
133393,K336F65
133397,K336F66
133404,K336F67
133398,K336F68
133399,K336F69
133401,K336F70
133402,K336F71
133403,K336F72
133409,K336F74
133410,K336F75
133411,K336F76
133405,K336F77
133407,K336F78
133408,K336F79
133413,K336F80
133414,K336F81
133417,K336F82
133416,K336F83
133418,K336F84
133159,K336F85
133419,K336F88
133421,K336F89
133422,K336F90
133423,K336F91
133420,K336F92
133450,K336F94
133443,K336F95
133468,K336F96
133427,K336F97
133432,K336F98
133428,K336F99
114422,K337A01
114586,K337A12
114683,K337A17
114694,K337A18
114716,K337A19
114499,K337A22
114501,K337A23
114552,K337A24
114553,K337A25
114695,K337A34
114890,K337A41
114889,K337A42
115071,K337A47
115131,K337A48
115505,K337A59
114724,K337A78
114812,K337A85
114846,K337A87
114865,K337A89
114568,K337A93
114662,K337A94
114692,K337A96
119263,K337B00
119481,K337B02
119278,K337B06
119282,K337B07
119277,K337B09
119283,K337B11
119276,K337B12
119293,K337B17
119300,K337B18
119296,K337B20
119297,K337B21
119306,K337B22
131320,K337B24
119298,K337B25
119303,K337B26
119304,K337B27
119299,K337B28
119294,K337B29
118604,K337B34
120165,K337B35
119308,K337B37
119309,K337B38
118666,K337B40
119319,K337B41
131296,K337B43
131297,K337B44
119321,K337B46
119313,K337B48
119318,K337B50
119328,K337B53
119329,K337B54
131299,K337B59
119360,K337B60
119378,K337B62
119499,K337B64
119552,K337B65
119483,K337B66
119337,K337B67
119369,K337B72
119408,K337B73
119343,K337B79
119375,K337B80
119381,K337B81
119350,K337B86
119496,K337B87
119501,K337B88
119361,K337B90
119346,K337B92
119380,K337B94
119354,K337B96
119366,K337B97
119352,K337B98
119382,K337B99
123952,K337C00
123954,K337C01
123949,K337C02
123956,K337C03
123968,K337C04
123966,K337C05
123962,K337C06
123963,K337C07
123965,K337C08
123967,K337C10
123961,K337C11
123964,K337C13
123972,K337C14
123982,K337C15
123977,K337C16
123985,K337C17
123986,K337C18
124027,K337C19
123978,K337C20
123983,K337C21
123975,K337C22
123984,K337C23
123976,K337C25
123980,K337C26
123981,K337C27
123993,K337C32
123996,K337C33
123991,K337C34
123994,K337C35
123992,K337C36
123995,K337C37
124007,K337C38
124005,K337C39
124011,K337C40
124013,K337C41
124006,K337C42
124008,K337C43
124009,K337C44
124015,K337C45
124010,K337C46
124014,K337C47
124086,K337C48
124028,K337C51
124047,K337C52
124082,K337C54
124087,K337C55
124020,K337C56
124016,K337C57
124026,K337C58
124022,K337C59
124019,K337C61
124025,K337C62
124023,K337C63
124024,K337C64
124021,K337C66
123999,K337C67
124045,K337C68
124043,K337C69
124044,K337C70
124040,K337C71
124041,K337C72
124038,K337C73
124039,K337C74
124052,K337C75
124053,K337C77
124050,K337C78
124051,K337C79
124048,K337C80
124049,K337C81
124067,K337C82
124115,K337C83
124064,K337C84
124060,K337C85
124061,K337C86
124058,K337C87
124063,K337C88
124062,K337C89
124056,K337C90
124065,K337C91
124066,K337C92
124069,K337C93
124068,K337C94
124076,K337C95
124075,K337C96
124072,K337C97
124079,K337C98
124080,K337C99
128545,K337D00
128549,K337D01
128550,K337D02
128548,K337D03
128547,K337D04
128546,K337D05
128557,K337D07
128555,K337D08
128559,K337D09
128552,K337D10
128553,K337D11
128554,K337D12
128560,K337D14
128562,K337D15
128570,K337D17
128571,K337D18
128568,K337D19
128569,K337D20
128567,K337D21
128566,K337D22
128577,K337D23
128575,K337D24
128578,K337D25
128574,K337D26
128576,K337D27
128579,K337D28
128582,K337D29
128631,K337D30
128584,K337D31
128583,K337D32
128585,K337D33
128586,K337D34
128588,K337D39
128590,K337D40
128601,K337D41
128596,K337D42
128595,K337D43
128599,K337D44
128598,K337D45
128597,K337D46
128604,K337D49
128609,K337D50
128608,K337D51
128607,K337D53
128613,K337D54
128602,K337D55
128611,K337D57
128605,K337D58
128606,K337D59
128610,K337D60
128614,K337D61
128616,K337D66
128618,K337D67
128622,K337D69
128623,K337D70
128620,K337D71
128619,K337D72
128621,K337D73
128635,K337D75
128634,K337D76
128646,K337D78
128647,K337D79
128640,K337D80
128644,K337D81
128641,K337D82
128639,K337D83
128642,K337D85
128643,K337D86
128651,K337D88
128648,K337D89
128649,K337D90
128671,K337D92
131328,K337D93
128655,K337D94
128672,K337D95
128673,K337D96
128657,K337D97
128659,K337D98
128656,K337D99
133431,K337F00
133433,K337F01
133434,K337F02
133435,K337F03
133436,K337F04
133437,K337F05
133483,K337F06
133451,K337F07
133448,K337F08
133445,K337F09
133446,K337F10
133447,K337F11
133449,K337F12
133590,K337F13
133469,K337F16
133454,K337F17
133484,K337F18
133457,K337F19
133458,K337F20
133591,K337F21
133467,K337F22
133460,K337F23
133461,K337F24
133462,K337F25
133463,K337F26
133464,K337F27
133471,K337F29
133476,K337F30
133479,K337F31
133482,K337F32
133470,K337F33
133481,K337F34
133473,K337F35
133475,K337F36
133477,K337F37
133478,K337F38
133480,K337F39
133487,K337F42
133488,K337F43
133539,K337F44
133490,K337F45
133491,K337F46
133492,K337F47
133499,K337F49
133495,K337F50
133502,K337F51
133494,K337F52
133496,K337F53
133497,K337F54
133507,K337F55
133500,K337F56
133501,K337F57
133504,K337F58
133503,K337F59
133538,K337F60
133529,K337F61
133510,K337F63
133511,K337F64
133512,K337F65
133513,K337F66
133514,K337F67
133543,K337F73
133524,K337F74
133523,K337F75
133525,K337F76
133526,K337F77
133527,K337F78
133528,K337F79
133531,K337F81
133533,K337F82
133534,K337F83
133535,K337F84
133536,K337F85
133550,K337F86
133546,K337F87
133545,K337F88
133547,K337F89
133548,K337F90
133549,K337F91
133551,K337F93
133555,K337F94
133556,K337F95
133552,K337F96
133553,K337F97
133554,K337F98
133557,K337F99
114707,K338A05
114714,K338A07
114763,K338A12
118091,K338A15
116031,K338A17
